"RC_ID","ROUTE SIGNING","ROUTE","ROAD NUMBER","ROAD NAME","END MILEPOINT","BEGIN DESCRIPTION","END DESCRIPTION","COUNTY","MUNICIPALITY NAME","MUNICIPALITY TYPE","SEASONAL FACTOR GROUP","FUNCTIONAL CLASS"
"756090","",,"0310","MADRID-CHIPMAN","","WADDINGTON T/L","CR 31A","SAINT LAWRENCE","WADDINGTON","TOWN","40","09"
"758244","",,"0310","MADRID-CHIPMAN","","CR 30","CR 14","SAINT LAWRENCE","MADRID","TOWN","30","08"
"758245","",,"0310","MADRID-CHIPMAN","","CR 31A","CR 33","SAINT LAWRENCE","WADDINGTON","TOWN","30","08"
"476006","",,"0310","MAIN ST SODUS C","","SOUTH ST","SODUS CTR RD","WAYNE","SODUS","TOWN","30","09"
"838067","",,"0310","MAPLE AVE","","SR17M","CR43","ORANGE","GOSHEN","TOWN","30","08"
"436230","",,"0310","MARTHA ST","","CANAL RD","AMITY ST","MONROE","SPENCERPORT","VILLAGE","30","19"
"626338","",,"0310","MARY","","CHAMBERS RD","MCFAIL","CHEMUNG","CATLIN","TOWN","40","09"
"956061","",,"0310","MATTICE RD","","RT145","CEMETERY","SCHOHARIE","BROOME","TOWN","40","09"
"856059","",,"0310","MAYER DR","","ROUTE 202","EAST MAYER DR","ROCKLAND","MONTEBELLO","VILLAGE","30","17"
"446096","",,"0310","MCBURNEY","","CR 25","SANITARTIUM RD","ONTARIO","PHELPS","TOWN","30","09"
"256048","",,"0310","MCEWAN RD","","MARSHVILLE RD","MAPLEHILL RD","MONTGOMERY","CANAJOHARIE","TOWN","30","09"
"746011","",,"0310","MEYER RD","","JUNCTION RD","FISH CREEK RD CR47","LEWIS","WEST TURIN","TOWN","40","09"
"616124","",,"0310","MIDDAUGH HILL","","AMITY TL","BACK RIVER RD","ALLEGANY","SCIO","TOWN","40","08"
"618699","",,"0310","MIDDAUGH HILL","","BLOUVELT RD","CR 31A","ALLEGANY","FRIENDSHIP","TOWN","40","08"
"618048","",,"0310","MIDDAUGH HILL","","CR 31A","FRIENDSHIP TL","ALLEGANY","FRIENDSHIP","TOWN","30","08"
"616259","",,"0310","MIDDAUGH HILL","","CR 20","BLOUVELT RD","ALLEGANY","FRIENDSHIP","TOWN","30","08"
"266021","",,"0310","MILLER RD","","TRENTON RD","ROBERTS RD","ONEIDA","DEERFIELD","TOWN","30","09"
"646586","",,"0310","MILWAUKEE","","CR 63","JASPER T/L","STEUBEN","JASPER","TOWN","40","09"
"646378","",,"0310","MILWAUKEE","","JASPER T/L","SR 36","STEUBEN","CANISTEO","TOWN","40","09"
"648051","",,"0310","MILWAUKEE","","SR 36","CR 63","STEUBEN","JASPER","TOWN","40","09"
"621013","",,"0310","MT ZOAR","","HOLECEK AVE","ELMIRA CTY LN","CHEMUNG","SOUTHPORT","TOWN","40","17"
"622026","",,"0310","MT ZOAR","","HOLDEN RD","STIMBER LA","CHEMUNG","SOUTHPORT","TOWN","30","17"
"621019","",,"0310","MT ZOAR","","STIMBER LA","HOLECEK AVE","CHEMUNG","SOUTHPORT","TOWN","40","17"
"622122","",,"0310","MT ZOAR","","END TN RD","HOLDEN RD","CHEMUNG","SOUTHPORT","TOWN","30","17"
"667252","",,"0310","N GLENORA","","NY 14","GLENORA PT","YATES","STARKEY","TOWN","40","09"
"188073","",,"0310","N HEBRON-W PAWL","","CR 28","SR 22","WASHINGTON","HEBRON","TOWN","30","09"
"746112","",,"0310","N SOUTH RD","","LYONSDALE T/L","CR 42","LEWIS","GREIG","TOWN","40","09"
"346019","",,"0310","NELLIS DR","","SMITH RD","WHITE RD","OSWEGO","HASTINGS","TOWN","40","09"
"336102","",,"0310","NO 2 RD E EW","","POMPEY HOLLOW RD","POMPEY CTR RD","ONONDAGA","POMPEY","TOWN","40","09"
"417043","",,"0310","NORTH ST","","EAST MAIN STRE","VILLAGE LIMIT","GENESEE","LE ROY","VILLAGE","40","17"
"622027","",,"0310","OAKWOOD AVE","","S VILLAGE LINE","COLLEGE AVE","CHEMUNG","ELMIRA HEIGHTS","VILLAGE","30","16"
"546105","",,"0310","OLD NIAGARA RD","","PURDY RD","SR 78","NIAGARA","LOCKPORT","CITY","30","17"
"544159","",,"0310","OLD NIAGARA RD","","SR 78","CR 77","NIAGARA","LOCKPORT","TOWN","30","16"
"527026","",,"0310","ONTHANK RD","","US 20","PECOR RD","CHAUTAUQUA","PORTLAND","TOWN","30","09"
"031595","",,"0310","ORCHARD BEACH R","","MANORHAVEN BLV","DEAD END","NASSAU","MANORHAVEN","VILLAGE","30","17"
"821018","",,"0310","PALEN RD","","NY 52","SR82","DUTCHESS","EAST FISHKILL","TOWN","30","17"
"346048","",,"0310","PARSONS RD","","KENT RD","SR 104","OSWEGO","HANNIBAL","TOWN","40","09"
"248026","",,"0310","PETERBORO RD","","STOCK BR FLS R","CR 34","MADISON","SMITHFIELD","TOWN","30","09"
"861219","",,"0310","PLATTEKILL AVE","","RT299","MAIDEN LA","ULSTER","NEW PALTZ","VILLAGE","30","17"
"942107","",,"0310","PRENTICE GORGE","","RIVER RD","BLACK ASH SWAM","OTSEGO","UNADILLA","TOWN","30","09"
"718087","",,"0310","RABIDEAU","","CR 31 SPUR","SHINGLE ST","CLINTON","SCHUYLER FALLS","TOWN","30","08"
"472208","",,"0310","RASBECK RD","","BROWN RD","BROADWAY RD","WAYNE","WOLCOTT","TOWN","30","09"
"336031","",,"0310","RODAK RD","","S HAMILTON","CUL DE SAC","ONONDAGA","ELBRIDGE","TOWN","40","09"
"536134","",,"0310","ROSS RD","","NY 240","ALLEN RD","ERIE","CONCORD","TOWN","30","09"
"737034","",,"0310","S CLINTON ST","","STATE ST","CEMETERY ST","JEFFERSON","CARTHAGE","VILLAGE","40","19"
"178042","",,"0310","S HORICON RD","","HORICON TL","SR 8","WARREN","HORICON","TOWN","30","09"
"176707","",,"0310","S HORICON RD","","SCHROON RVER R","HORICON TL","WARREN","CHESTER","TOWN","40","09"
"726130","",,"0310","SAM COOK RD","","BURKE TNLN","SIMMS RD","FRANKLIN","CHATEAUGAY","TOWN","40","09"
"718088","",,"0310","SAND","","SHINGLE ST","SR 22B","CLINTON","SCHUYLER FALLS","TOWN","30","08"
"466081","",,"0310","SANDERS RD","","JAVA LINE","RT 78","WYOMING","SHELDON","TOWN","40","09"
"466029","",,"0310","SCHOELLKOPF RD","","CR 35","BURROUGH RD","WYOMING","BENNINGTON","TOWN","30","09"
"411204","",,"0310","SEVEN SPRINGS R","","SR5","POND ACCESS RD","GENESEE","BATAVIA","TOWN","30","17"
"526050","",,"0310","SHUMLA ROAD","","ARKWRIGHT TOWN LINE","SKINNER ROAD","CHAUTAUQUA","POMFRET","TOWN","30","09"
"526229","",,"0310","SHUMLA ROAD","","SKINNER ROAD","SR 60","CHAUTAUQUA","POMFRET","TOWN","30","09"
"522212","",,"0310","SHUMLA ROAD","","BARD ROAD","ARKWRIGHT TOWN LINE","CHAUTAUQUA","POMFRET","TOWN","30","09"
"617138","",,"0310","SIBLEYS","","END","SR 21","ALLEGANY","ALFRED","TOWN","40","09"
"426080","",,"0310","SIMPSON RD","","RT 36","CR 61","LIVINGSTON","YORK","TOWN","30","09"
"528023","",,"0310","SINCLAIR DR EXT","","CR 314","SINCLAIRVILLE VL","CHAUTAUQUA","GERRY","TOWN","30","08"
"851225","",,"0310","SOUTH BLVD","","SOUTH HIGHLAND","ORANGE TOWN LI","ROCKLAND","SOUTH NYACK","VILLAGE","30","17"
"732026","",,"0310","SPRING VALLEY D","","CR 165","CR 159","JEFFERSON","WATERTOWN","TOWN","30","17"
"922112","",,"0310","STAGE RD","","SR 26","GORMLEY RD","CHENANGO","OTSELIC","TOWN","30","09"
"258098","",,"0310","SWITZER HILL RD","","SR 5","FULTON CO LN","MONTGOMERY","MOHAWK","TOWN","30","08"
"756220","",,"0310","TALCVILLE RD","","SR58","AMES RD","SAINT LAWRENCE","EDWARDS","TOWN","40","09"
"756215","",,"0310","TALCVILLE RD","","AMES RD","CR24","SAINT LAWRENCE","EDWARDS","TOWN","40","09"
"316030","",,"0310","TILE KILN","","RT 34","CR 34","CAYUGA","VENICE","TOWN","40","09"
"416066","",,"0310","TOWER HILL RD","","CR 42","SR 237","GENESEE","BYRON","TOWN","30","09"
"516097","",,"0310","TOWN LINE RD","","CR 63","CR 24","CATTARAUGUS","FRANKLINVILLE","TOWN","30","09"
"446075","",,"0310","TOWN LINE-MANCH","","LOVERS LANE","CHAMBERS RD","ONTARIO","HOPEWELL","TOWN","40","09"
"428059","",,"0310","TOWNLINE RD","","CR 0750","STEUBEN CL","LIVINGSTON","SPRINGWATER","TOWN","30","08"
"512214","",,"0310","TOWNLINE RD S","","MACHIAS TL","ASHFORD TL","CATTARAUGUS","YORKSHIRE","TOWN","30","08"
"356005","",,"0310","UPPER LAKE RD","","NY414","CR136","SENECA","LODI","TOWN","40","09"
"968001","",,"0310","UPR MONGAUP RD","","SR 97","CR 41","SULLIVAN","LUMBERLAND","TOWN","40","08"
"726046","",,"0310","VINCENT RD","","STACY RD","CR 23","FRANKLIN","BURKE","TOWN","40","09"
"188072","",,"0310","W HEBRON-N HEBR","","MIDDLE RD","CR 28","WASHINGTON","HEBRON","TOWN","30","08"
"188071","",,"0310","W HEBRON-N HEBR","","DARFLER RD","MIDDLE RD","WASHINGTON","HEBRON","TOWN","30","08"
"188070","",,"0310","W HEBRON-N HEBR","","CR 30","DARFLER RD","WASHINGTON","HEBRON","TOWN","30","08"
"748033","",,"0310","W MARTINSBURG","","CR 29","MARTINSBURG TL","LEWIS","MARTINSBURG","TOWN","30","08"
"748034","",,"0310","W MARTINSVBURG","","MARTINSBURG TL","STOWE ST / VL","LEWIS","LOWVILLE","TOWN","30","08"
"726075","",,"0310","WANGUM RD","","PVMT CHANGE","BEST RD","FRANKLIN","MOIRA","TOWN","40","09"
"032218","",,"0310","WENWOOD DR","","COWPATH","BROOKVILLE LA","NASSAU","BROOKVILLE","VILLAGE","30","19"
"417025","",,"0310","WEST BERGEN","","DUBLIN RD","TOWN LINE RD","GENESEE","BERGEN","TOWN","30","08"
"416009","",,"0310","WEST BERGEN","","NY19","LEROY/BERGEN TL","GENESEE","LE ROY","TOWN","30","08"
"188074","",,"0310","WEST PAWLET","","SR 22","NY/VT SL","WASHINGTON","HEBRON","TOWN","30","09"
"146075","",,"0310","WEST RD","","SR 43","SR 22","RENSSELAER","STEPHENTOWN","TOWN","30","08"
"446606","",,"0310","WHEELER RD","","RT 64","FLATIRON RD","ONTARIO","EAST BLOOMFIELD","TOWN","40","09"
"426059","",,"0310","WILCOX RD","","SAMPLES CRNRS","WILCOX RES","LIVINGSTON","OSSIAN","TOWN","30","09"
"746098","",,"0310","YOUNGS RD","","FOWLERVILLE RD","GRAVEL BEGINS","LEWIS","LYONSDALE","TOWN","40","09"
"718086","",,"0311","HARNEY BR","","PLATTSBURGH T","SR 3","CLINTON","PLATTSBURGH","TOWN","30","09"
"716097","",,"0311","HARNEY BR RD","","CR 31","PLATTSBURGH T","CLINTON","SCHUYLER FALLS","TOWN","40","09"
"022088","",,"0315","37TH ST","","5TH AVE","DAHILL RD","KINGS","NEW YORK","CITY","30","16"
"476060","",,"0315","MAIN ST JOY","","JOY RD","S CENTENARY","WAYNE","SODUS","TOWN","40","09"
"151211","",,"0317","HALFMOON DR","","CR 96","CR 95","SARATOGA","HALFMOON","TOWN","30","17"
"758006","",,"031A","CONNIE WOODS RD","","CR 28","SR 37","SAINT LAWRENCE","WADDINGTON","TOWN","30","09"
"756195","",,"031A","CONNIE WOODS RD","","CR 31","CR 28","SAINT LAWRENCE","WADDINGTON","TOWN","40","09"
"616039","",,"031A","CORBIN HILL","","AMITY T/L","SR 19","ALLEGANY","AMITY","TOWN","40","09"
"618050","",,"031A","CORBIN HILL","","CR 31","AMITY T/L","ALLEGANY","FRIENDSHIP","TOWN","30","09"
"316001","",,"031B","E BRUSTUS ST RD","","VILL LN","PUTNAM RD","CAYUGA","BRUTUS","TOWN","40","07"
"318004","",,"031B","E BRUTUS ST","","RT 31","VILL LN","CAYUGA","WEEDSPORT","VILLAGE","30","07"
"318005","",,"031B","E BRUTUS ST RD","","PUTNAM RD","TOWN LINE","CAYUGA","BRUTUS","TOWN","30","07"
"346002","",,"0320",,"","US 11","BAUM RD","OSWEGO","HASTINGS","TOWN","40","09"
"346106","",,"0320",,"","BAUM RD","DEPOT RD","OSWEGO","HASTINGS","TOWN","40","19"
"346107","",,"0320",,"","DEPOT RD","CR 37","OSWEGO","HASTINGS","TOWN","40","19"
"074471","",,"0320","ALDRICH LANE","","FRANKLINVILLE RD","SOUND AVE","SUFFOLK","SOUTHOLD","TOWN","30","16"
"916069","",,"0320","BELDEN ST","","END","HOME AVE","BROOME","BINGHAMTON","CITY","30","19"
"821028","",,"0320","BOARDMAN RD","","NY 113","ZACKS WAY","DUTCHESS","POUGHKEEPSIE","TOWN","30","17"
"718093","",,"0320","BORDEAU","","CR 32","SR 22","CLINTON","PLATTSBURGH","TOWN","30","19"
"437077","",,"0320","BROOK RD","","HUNPHREY RD","SCOTTSVILLE RD","MONROE","CHILI","TOWN","30","19"
"178075","",,"0320","CALL ST","","CR 16","TOWN LINE","WARREN","LAKE LUZERNE","TOWN","30","07"
"448001","",,"0320","CANANDAIGUA BRI","","HICKOX RD","NY 21","ONTARIO","CANANDAIGUA","TOWN","30","08"
"446058","",,"0320","CANANDAIGUA-BRS","","CASE RD","NY64","ONTARIO","BRISTOL","TOWN","40","08"
"031465","",,"0320","CASINO ST","","SOUTH LONG BEA","SOUTH BAYVIEW","NASSAU","FREEPORT","VILLAGE","30","17"
"648053","",,"0320","CATON SEELEY CK","","SR 225","CORDUROY RD","STEUBEN","CATON","TOWN","40","08"
"648054","",,"0320","CATON SEELEY CK","","CORDUROY RD","CR 106","STEUBEN","CATON","TOWN","40","08"
"646382","",,"0320","CATON SEELEY CK","","CR 106","CHEMUNG C/L","STEUBEN","CATON","TOWN","40","08"
"641233","",,"0320","CENTER ST","","ELM ST","MAIN","STEUBEN","HORNELL","CITY","30","17"
"268015","",,"0320","CLINTON ST","","NY 5","MAIN ST","ONEIDA","KIRKLAND","TOWN","30","17"
"948142","",,"0320","CO RD 32 MAIN L","","US 20","MILL RD","OTSEGO","CHERRY VALLEY","TOWN","40","08"
"946119","",,"0320","CO RD 32 MAIN L","","MILL RD","32 SPUR","OTSEGO","CHERRY VALLEY","TOWN","40","08"
"948143","",,"0320","CO RD 32 MAIN L","","32 SPUR","MONTGOMERY C L","OTSEGO","CHERRY VALLEY","TOWN","40","08"
"927001","",,"0320","CO RD 32 PART O","","SQUIRREL RD","GREENE V/L","CHENANGO","GREENE","TOWN","40","08"
"928045","",,"0320","CO RD 32 PART O","","BROOME C/L","SQUIRREL RD","CHENANGO","GREENE","TOWN","30","08"
"171005","",,"0320","COOPER ST","","DIX AVE","SANFORD","WARREN","GLENS FALLS","CITY","30","17"
"332217","",,"0320","COVENTRY RD S","","BOWMAN","SALMONSON","ONONDAGA","MANLIUS","TOWN","30","19"
"072025","",,"0320","CR 32","","DUNE RD","BRIDGE","SUFFOLK","SOUTHAMPTON","TOWN","30","16"
"268110","",,"0320","CR 32","","TO ORISKANY VL / FRM CHAMINA","RIVER RD","ONEIDA","MARCY","TOWN","30","17"
"828580","",,"0320","CRAMER RD","","FREEDOM RD","HORSESHOE DR","DUTCHESS","LAGRANGE","TOWN","30","19"
"828579","",,"0320","CRAMER RD","","HORSESHOE DR","OVERLOOK RD","DUTCHESS","LAGRANGE","TOWN","30","19"
"176015","",,"0320","CRANE MT THURMA","","DEAD END","CR 72","WARREN","JOHNSBURG","TOWN","30","09"
"842006","",,"0320","CRANE RD","","DIXON RD","RT 6","PUTNAM","CARMEL","TOWN","30","17"
"141209","",,"0320","CRANSTON RD","","MENEMSHA RD","CR 140","RENSSELAER","BRUNSWICK","TOWN","30","17"
"824530","",,"0320","CROSS ST","","MAIN ST","DEERFIELD PL","DUTCHESS","BEACON","CITY","30","19"
"511215","",,"0320","DELEVAN AVE","","MAIN ST","NY 16 N UNION ST","CATTARAUGUS","OLEAN","CITY","30","16"
"832213","",,"0320","DREW RD","","PRICES SWITCRD","BLOOMS CRNR RD","ORANGE","WARWICK","TOWN","30","09"
"346030","",,"0320","E ALBANY ST","","THIRTEENTH ST","CITY LINE RD","OSWEGO","OSWEGO","CITY","30","19"
"342217","",,"0320","E ALBANY ST","","FIRST ST","THIRTEENTH ST","OSWEGO","OSWEGO","CITY","30","19"
"916005","",,"0320","E BOSKETT ROAD","","17 EXIT RAMP","OLD RTE 17","BROOME","WINDSOR","TOWN","40","09"
"472001","",,"0320","E MILLER ST","","MAIN STS","UNION ST E","WAYNE","NEWARK","VILLAGE","30","17"
"241213","",,"0320","EAST ELM ST","","NORTH MAIN ST","NORTH LAKE ST","MADISON","ONEIDA","CITY","30","17"
"534259","",,"0320","EDEN-EVANS CTR","","VERSAIL PLANK RD (E)","EVANS / EDEN TL","ERIE","EVANS","TOWN","30","07"
"534260","",,"0320","EDEN-EVANS CTR","","EVANS / EDEN TL","DERBY RD","ERIE","EDEN","TOWN","30","07"
"534258","",,"0320","EDEN-EVANS CTR","","US20 SOWESTERN BLVD","VERSAIL PLANK RD (W)","ERIE","EVANS","TOWN","30","07"
"534261","",,"0320","EDEN-EVANS CTR","","DERBY RD","SCHRINER RD","ERIE","EDEN","TOWN","30","07"
"536378","",,"0320","EDEN-EVANS CTR","","VERSAIL PLANK RD (W)","VERSAIL PLANK RD (E)","ERIE","EVANS","TOWN","30","07"
"537053","",,"0320","EDEN-EVANS CTR","","BEACH RD","US20 SOWESTERN BLVD","ERIE","EVANS","TOWN","30","17"
"534661","",,"0320","EDEN-EVANS CTR","","N MAIN ST","BEACH RD","ERIE","EVANS","TOWN","30","17"
"232119","",,"0320","FLINT AVE","","CANAL","CITY LINE","HERKIMER","LITTLE FALLS","CITY","30","19"
"836036","",,"0320","FLURY RD","","SR 52","TOWNLINE","ORANGE","CRAWFORD","TOWN","30","09"
"532224","",,"0320","FOX HUNT RD","","DEER PATH DR","BRIDALPATH LA","ERIE","LANCASTER","TOWN","30","19"
"156021","",,"0320","FRANCES ST","","N MAIN ST","N CENTRAL AVE","SARATOGA","MECHANICVILLE","CITY","30","19"
"158171","",,"0320","GANSVOORT RD","","DIMMICK RD","SR 32","SARATOGA","NORTHUMBERLAND","TOWN","30","08"
"158174","",,"0320","GANSVOORT RD","","CR34 NORTHERN PINES","NORTH RD","SARATOGA","WILTON","TOWN","30","08"
"156720","",,"0320","GANSVOORT RD","","NORTH RD","DIMMICK RD","SARATOGA","WILTON","TOWN","40","08"
"746062","",,"0320","GLENDALE","","TIFFANY RD","SR 26","LEWIS","MARTINSBURG","TOWN","40","08"
"746067","",,"0320","GLENDALE","","CR 34","TIFFANY RD","LEWIS","MARTINSBURG","TOWN","40","08"
"831209","",,"0320","GOELET RD","","SR 94","TOWN LINE","ORANGE","GOSHEN","TOWN","30","17"
"158470","",,"0320","HEARTHWOOD DR","","CR 80","DEAD END","SARATOGA","MALTA","TOWN","30","19"
"842020","",,"0320","HILL ST","","SR 6N","METH CHURCH","PUTNAM","CARMEL","TOWN","30","17"
"117048","",,"0320","HILTON RD","","RT. 85A","C.R. 306","ALBANY","NEW SCOTLAND","TOWN","30","19"
"347001","",,"0320","HONEY HILL RD","","CR 8","SR 48","OSWEGO","GRANBY","TOWN","30","19"
"646553","",,"0320","HONEY RUN","","CR68","T/L","STEUBEN","HORNELLSVILLE","TOWN","40","09"
"831206","",,"0320","HUDSON ST","","ACADEMY AVE","BAYVIEW AVE","ORANGE","CORNWALL-ON-HUDSON","VILLAGE","30","17"
"718092","",,"0320","IRISH SETTLMENT","","BORDEAU RD","CR 32","CLINTON","PLATTSBURGH","TOWN","30","17"
"718090","",,"0320","IRISH SETTLMENT","","CR 16","MILITARY TNPKE","CLINTON","SCHUYLER FALLS","TOWN","30","08"
"718089","",,"0320","IRISH SETTLMENT","","SR 22B","CR 16","CLINTON","SCHUYLER FALLS","TOWN","30","08"
"718091","",,"0320","IRISH SETTLMENT","","MILITARY TNPKE","BORDEAU RD","CLINTON","SCHUYLER FALLS","TOWN","30","17"
"668081","",,"0320","ITALY HILL RD","","CR33 DARB CORN","GUYANOGA RD","YATES","JERUSALEM","TOWN","40","07"
"668082","",,"0320","ITALY HILL RD","","JERUSALEM TL","CR33 DARB CORN","YATES","JERUSALEM","TOWN","40","07"
"668084","",,"0320","ITALY HILL RD","","STEUBEN CL","ITALY TRNPK","YATES","ITALY","TOWN","40","07"
"668083","",,"0320","ITALY HILL RD","","ITALY TRNPK","JERUSALEM TL","YATES","ITALY","TOWN","40","07"
"927002","",,"0320","JACKSON HILL RD","","HOTCHKISS RD","CR 32","CHENANGO","GREENE","TOWN","40","09"
"156037","",,"0320","JEWELL RD","","SR 32","TOWN RD","SARATOGA","NORTHUMBERLAND","TOWN","30","09"
"918205","",,"0320","KENT ST","",,,"BROOME","WINDSOR","TOWN","30","08"
"868009","",,"0320","KINGS HIGHWAY","","RAILROAD AVE","NY RT212","ULSTER","SAUGERTIES","TOWN","30","17"
"266163","",,"0320","KIRKLAND AVE","","CLINTON V/L","NY 5","ONEIDA","KIRKLAND","TOWN","40","17"
"878271","",,"0320","LAKE ST","","HANCOCK ST","SILVER LAKE","WESTCHESTER","HARRISON","TOWN","30","16"
"878291","",,"0320","LAKE ST","","BARNES RD","PURCHASE ST","WESTCHESTER","HARRISON","TOWN","30","16"
"878281","",,"0320","LAKE ST","","SILVER LAKE","BARNES RD","WESTCHESTER","HARRISON","TOWN","30","16"
"836084","",,"0320","LANGLITZ RD","","SR 284","RIDGE RD","ORANGE","MINISINK","TOWN","30","09"
"826089","",,"0320","LAYTON RD","","CO RD 86","CO RD 65","DUTCHESS","STANFORD","TOWN","30","09"
"826058","",,"0320","LIME KILN RD","","CR 6 (OLD ROUTE 22)","MAPLE LN","DUTCHESS","DOVER","TOWN","30","09"
"426031","",,"0320","LONG POINT RD","","CR 0100","CR 0480","LIVINGSTON","GENESEO","TOWN","40","08"
"428061","",,"0320","LONG POINT RD","","CR 0480","NY 256","LIVINGSTON","GENESEO","TOWN","30","08"
"842024","",,"0320","LONG POND RD","","METH CHURCH","DIXON RD","PUTNAM","CARMEL","TOWN","30","17"
"746044","",,"0320","LONG POND RD","","GRAVEL BEGINS","DE AT GATE","LEWIS","CROGHAN","TOWN","40","09"
"746074","",,"0320","LONG POND RD","","CR10","GRAVEL BEGINS","LEWIS","CROGHAN","TOWN","40","09"
"442015","",,"0320","LYNAUGH RD","","SR 96","CR 9","ONTARIO","VICTOR","TOWN","30","17"
"152021","",,"0320","MAIN ST","","COUNTY RT 28","SARATOGA AVE","SARATOGA","SOUTH GLENS FALLS","VILLAGE","30","16"
"071679","",,"0320","MAIN ST","","POTUNK LA","GRIFFING AVE","SUFFOLK","WESTHAMPTON BEACH","VILLAGE","30","17"
"076071","",,"0320","MAIN ST","","GRIFFING AVE","E VILLAGE LINE","SUFFOLK","WESTHAMPTON BEACH","VILLAGE","40","17"
"232013","",,"0320","MAIN ST","","PIPER RD","SR5 E INT","HERKIMER","HERKIMER","TOWN","30","16"
"347083","",,"0320","MAPLE AVE","","PIERCE DR","CR 6","OSWEGO","VOLNEY","TOWN","30","08"
"347084","",,"0320","MAPLE AVE","","CITY LINE","PIERCE DR","OSWEGO","VOLNEY","TOWN","30","17"
"544129","",,"0320","MAPLETON RD","","MAIN RD","NY270 CAMPBELL BVD","NIAGARA","PENDLETON","TOWN","30","19"
"546070","",,"0320","MAPLETON RD","","AIKEN RD","MAIN RD","NIAGARA","PENDLETON","TOWN","30","19"
"911202","",,"0320","MARKET ST/STELL","","CITY BINGHAMTO","DOWNS AVE","BROOME","DICKINSON","TOWN","30","17"
"646422","",,"0320","MATTOON","","SKELLY","END","STEUBEN","FREMONT","TOWN","40","09"
"626337","",,"0320","MCFAIL","","MURPHY HILL","STITTS HILL","CHEMUNG","CATLIN","TOWN","40","09"
"646432","",,"0320","MICHIGAN AVE","","SR 21","CR 90","STEUBEN","WAYLAND","TOWN","40","09"
"746123","",,"0320","MICHIGAN MILLS","","CR 48","DOLAN RD","LEWIS","WEST TURIN","TOWN","40","09"
"757051","",,"0320","MILL","","LACOMB RD","BROUSE RD","SAINT LAWRENCE","NORFOLK","TOWN","40","09"
"838068","",,"0320","MILL ST","","CR107","HOWARD ST","ORANGE","CORNWALL","TOWN","30","17"
"756086","",,"0320","MINER","","JINGLEVILLE RD","CANTON VILLAGE","SAINT LAWRENCE","CANTON","TOWN","60","17"
"126078","",,"0320","MOLLY NYE LA","","END","NY 73","ESSEX","KEENE","TOWN","30","09"
"616028","",,"0320","N ALMOND VALLEY","","BUSH RD","BROWN RD","ALLEGANY","ALMOND","TOWN","40","08"
"616029","",,"0320","N ALMOND VALLEY","","BROWN RD","STEUBEN CL","ALLEGANY","ALMOND","TOWN","40","08"
"362029","",,"0320","N TRIPHAMMER RD","","HANSHAW ROAD","VILLAGE N BOUN","TOMPKINS","CAYUGA HEIGHTS","VILLAGE","30","16"
"261014","",,"0320","NEW HARTFORD ST","","MAIN ST","SELY VILLAGE L","ONEIDA","NEW YORK MILLS","VILLAGE","30","17"
"212009","",,"0320","NEW TURNPIKE RD","","SR 10","JOHNSTOWN TL","FULTON","EPHRATAH","TOWN","30","07"
"186052","",,"0320","NILES RD","","CR 68","SHAFTSBURY HOL","WASHINGTON","WHITE CREEK","TOWN","30","09"
"534117","",,"0320","NORTH BUFFALO S","","MAIN ST","NORTH ST","ERIE","SPRINGVILLE","VILLAGE","30","07"
"422215","",,"0320","OLD BALD HILL R","","CANADICE T/L","CANADICE T/L","LIVINGSTON","LIVONIA","TOWN","30","09"
"958105","",,"0320","PARSONS RD","","SR 10","US 20","SCHOHARIE","SHARON","TOWN","30","09"
"346047","",,"0320","PEAT BED RD","","CR 21","PHINNEY RD","OSWEGO","HANNIBAL","TOWN","40","09"
"248024","",,"0320","PETERBORO RD","","BUYEA RD","WILLIAMS RD","MADISON","SMITHFIELD","TOWN","30","08"
"246086","",,"0320","PETERBORO RD","","SWAMP RD","BUYEA RD","MADISON","SMITHFIELD","TOWN","40","08"
"248046","",,"0320","PETERBORO RD","","CR 25 OXBOW RD","SWAMP RD","MADISON","SMITHFIELD","TOWN","30","07"
"248025","",,"0320","PETERBORO RD","","WILLIAMS RD","STOCKBRIDGE FALLS RD","MADISON","SMITHFIELD","TOWN","30","09"
"511207","",,"0320","PIGEON HILL RD","","FARMERSVLLE TL","STRONG RD","CATTARAUGUS","FREEDOM","TOWN","30","07"
"186010","",,"0320","PIKE BROOK ROAD","","CR 7","BR C241","WASHINGTON","DRESDEN","TOWN","30","09"
"188057","",,"0320","PILOT KNOB","","WARR/WASH CL","ECHO BAY LA","WASHINGTON","FORT ANN","TOWN","30","09"
"188058","",,"0320","PILOT KNOB","","ECHO BAY LA","PILOT KNOB RD","WASHINGTON","FORT ANN","TOWN","30","09"
"932133","",,"0320","PINE SWAMP RD","","NY 206","PEGGY SWITCH RD","DELAWARE","MASONVILLE","TOWN","30","09"
"336177","",,"0320","PLAINVILLE RD","","TOWN LINE","CR 210 CROSS LAKE RD","ONONDAGA","LYSANDER","TOWN","40","07"
"332000","",,"0320","PLAINVILLE RD","","CR 210 CROSS LAKE RD","RT370","ONONDAGA","LYSANDER","TOWN","30","07"
